word,frequency
subject,2046
lexan,6
polish,24
jeff,74
jonathan,120
jefferies,6
article,1588
wilken,10
scott,16
write,2012
couple,128
year,334
ago,100
replace,90
stock,104
windscreen,12
interceptor,20
high,150
one,1156
national,20
cycle,72
thing,518
happen,168
make,778
anyone,388
recommend,88
use,596
safe,62
start,266
show,178
scratch,60
I,2
d,16
like,1158
go,1162
fast,214
internet,88
ama,234
take,652
chance,88
uucp,16
uunet,72
plain,18
bitnet,4
suggest,68
mcquire,4
plastic,72
help,232
somewhat,26
nothing,168
remove,78
deep,32
without,168
bad,186
already,88
something,288
fine,100
light,208
stuff,194
also,390
call,202
local,96
shop,106
tap,26
chain,212
carry,134
need,524
repair,32
sometimes,54
replacement,46
bit,164
telephone,8
bay,36
area,176
sure,258
amenable,2
shipping,24
find,304
several,74
excellent,28
product,26
clean,102
crap,12
face,154
shield,18
work,416
real,178
well,800
sticky,14
adhessive,2
wihtout,2
luck,62
blgardne,10
dance,24
biker,276
faq,60
periodic,4
post,336
intend,22
answer,102
frequently,12
ask,190
question,300
first,408
month,78
expiration,4
time,616
thus,38
unless,120
site,24
news,52
software,34
always,138
available,94
witdodfaq,2
crossposte,4
four,48
group,100
attempt,38
catch,62
new,546
user,16
followup,6
direct,8
last,290
change,194
add,44
message,70
kotl,44
halon,2
version,26
collection,6
originally,14
assemble,16
lissa,8
shoun,8
original,56
posting,22
permission,8
usurped,2
title,12
kotwitdodfaq,2
correction,8
addition,22
bribe,2
etc,172
aim,14
content,8
get,1616
number,152
blaine,122
gardner,116
road,376
rider,422
bruce,52
tanner,28
john,190
sloan,10
logo,4
chuck,86
roger,26
denizen,88
doom,54
anthem,4
quist,76
kill,90
courtesy,6
patch,60
letter,38
museum,26
jim,68
rogers,54
director,16
rule,84
consensus,6
resource,8
various,34
keeper,52
misc,2
loki,6
jorgenson,4
update,12
stat,4
ride,1206
info,88
ed,274
green,182
other,66
second,134
must,156
simple,44
list,388
accept,22
substitue,2
feel,202
creative,6
favorite,20
request,98
approval,2
warning,32
likely,68
earn,8
flame,188
will,90
pay,140
oh,130
little,368
tiny,16
suggestion,90
play,48
lightning,16
rod,26
whole,64
net,70
look,574
clueless,4
newbie,66
probably,196
note,84
secret,8
leave,358
around,274
un,8
subtle,12
hint,20
divulge,2
mention,108
name,178
maybe,180
though,156
keep,334
true,108
spirit,24
unix,14
two,392
long,252
spell,10
entirely,18
hexadecimal,4
character,4
share,18
orient,2
text,8
utility,2
third,28
occasionally,14
see,644
bestow,2
mostly,14
bonehead,2
weenie,12
mailer,6
fourth,12
reason,134
suspect,26
newsflash,2
surmount,2
intellectual,2
pinnacle,4
electronically,8
grovel,2
please,278
mind,104
indeed,16
live,200
pacify,2
boss,8
do,142
may,336
languish,2
mail,108
queue,12
gasp,4
day,308
perhaps,78
even,394
horror,6
week,160
economic,2
activity,20
part,166
employer,48
send,132
yet,118
another,186
copy,40
speed,220
processing,2
verification,2
phenominon,2
excersize,2
reader,36
problem,270
least,250
annotate,2
subsequent,2
indication,6
former,78
submit,8
lest,4
assign,6
multiple,14
think,616
memorize,6
say,744
telepathic,2
power,110
provide,70
information,60
ya,34
typical,26
entry,4
contain,28
address,76
example,62
can,332
ps,16
access,62
bike,2094
requirement,16
membership,42
strictly,4
lack,20
denizens,2
august,16
reprint,4
motorcyclist,78
together,80
normal,50
bunch,22
discuss,30
motorcycle,634
motorcycling,32
beverage,2
fluid,4
baklavah,2
balaclava,2
caltrop,2
helmet,438
spine,2
protector,10
aerodynamic,2
valve,92
seat,146
bird,4
hit,136
deer,10
whistle,2
good,710
restaurant,4
race,44
philosophy,10
traffic,138
law,152
ticket,98
corrosion,2
control,62
personality,10
pun,2
double,2
entendre,2
culture,6
absence,6
friendship,4
argue,20
plan,64
difference,102
club,86
although,56
everyday,4
never,296
member,104
know,774
world,140
communicate,20
via,52
computer,66
range,40
laptop,2
dollar,24
center,46
people,346
college,28
university,100
student,66
industry,6
professional,10
electronic,16
currently,40
pronounce,4
file,74
primary,20
meeting,28
place,194
per,24
read,254
estimate,14
frequent,4
poster,14
belong,8
usually,112
refer,39
nickerson,4
parody,4
design,92
poke,6
fun,96
stereotype,32
fellow,18
enthusiast,12
robinson,82
pen,6
later,104
sign,62
nr,8
designate,14
retroactively,2
course,216
originator,2
give,314
idea,146
organization,40
appeal,6
many,188
become,66
issue,44
want,470
date,28
almost,80
united,44
states,4
canada,102
australia,4
zealand,16
kingdom,40
france,6
germany,6
norway,6
finland,6
eventually,28
initial,20
run,322
sell,160
immediately,10
profit,14
american,24
heritage,14
foundation,18
amhf,4
fund,12
raiser,2
selling,12
pin,46
arnie,34
skurow,16
project,34
successful,12
donate,10
far,220
contribute,18
plaque,10
hang,42
often,68
possible,106
crawl,2
behind,184
crt,4
turn,358
large,176
concentration,6
near,88
colorado,16
california,64
silicon,4
valley,20
consequently,4
major,36
event,40
annual,50
assault,6
rollin,8
pass,144
northern,14
versus,10
southern,16
joust,20
trip,66
follow,114
big,212
barbecue,2
dinner,18
concept,8
south,22
north,36
predesignate,2
somewhere,24
middle,22
additional,26
hold,124
official,50
homecoming,4
conjunction,2
columbus,18
ohio,14
july,10
bet,30
collective,10
communication,10
hub,4
traditional,14
prowl,2
pathway,4
search,20
camaraderie,2
great,232
way,430
kindre,2
centerbar,2
motto,6
ease,14
gratuitously,2
insult,6
someone,258
would,982
anything,214
disagree,22
network,8
sophisticated,10
intelligent,8
form,58
calm,8
rebuttal,2
incredibly,4
stupid,104
statement,40
poseur,8
guarantee,18
five,28
reply,42
defense,4
describe,32
riding,106
ability,38
cat,76
saga,2
periodically,4
raise,114
class,62
sky,14
blue,62
god,90
much,420
suffer,28
woman,58
inevitably,2
tell,288
nice,136
guy,192
dump,32
kind,112
steep,6
mysticism,2
tradition,4
inspire,8
research,26
discussion,44
philosopher,2
locker,4
room,44
service,54
hall,38
academe,2
generation,2
minute,100
eternity,2
halting,2
really,364
away,156
topologically,2
speak,64
machine,104
atlanta,4
might,206
route,56
system,156
chicago,60
chap,8
wished,4
remain,60
anonymous,26
satire,2
war,22
wish,54
identify,26
stalwart,2
individual,50
fullness,2
whit,2
generally,48
right,526
flaming,2
amusement,4
holder,2
funniest,6
sort,90
pretty,136
easily,48
amuse,6
claim,56
strike,28
vision,70
due,62
restriction,18
brand,48
model,82
origin,6
organize,18
yearning,1
identity,2
gestalt,2
sum,4
could,388
nerd,4
wear,146
black,134
sock,6
sneaker,2
pocket,24
love,82
risk,6
awesome,10
weight,106
ratio,24
social,8
outcast,4
clique,2
finally,46
open,114
minded,10
enough,218
we,226
clear,44
case,114
self,14
fulfil,2
prophesy,2
bear,22
majority,8
meet,76
loose,20
sense,58
word,116
volunteer,4
amongst,2
region,2
series,22
photo,14
album,8
circulate,2
country,54
music,16
video,12
produce,46
distribute,8
vhs,4
end,208
sanction,2
limit,88
memory,10
clock,8
rate,64
engine,188
management,16
poker,24
participant,6
collect,8
hand,192
hardware,6
reference,22
card,10
rally,40
attendee,4
demand,10
terminal,4
admit,36
receive,28
email,108
late,60
include,94
state,246
forever,8
next,194
decide,94
daemon,18
x,70
l,22
f,48
v,36
e,46
vvvvv,2
usenet,42
welcome,40
flamingest,2
wonderfull,2
protect,42
guilty,16
innocent,12
alike,4
recognize,18
contorted,2
guilt,4
complex,22
working,12
weep,2
tune,38
conversation,8
hero,2
terrible,54
barbarian,2
extoll,2
virtue,2
hopalonga,26
reverend,2
muck,34
mudgers,2
stompin,14
beat,50
bmws,22
dead,98
mean,254
preach,4
lighten,10
bmw,572
crowd,18
eh,22
heck,28
complete,26
man,118
nahhhh,2
sound,140
heritick,14
ratatnack,4
hey,156
intercorruptor,2
waddya,2
reinforcement,2
yehh,2
come,322
arlow,10
scarecrow,2
tech,12
let,218
try,392
civil,2
hi,56
burley,12
thumpison,10
ahhh,2
gag,4
stand,116
anyway,128
wilhelm,2
actually,168
hmmm,22
either,110
chunky,14
smart,16
average,52
drop,60
booboo,2
villy,2
ogle,2
okay,52
mistake,16
west,16
coasters,2
arrive,26
lead,46
tread,20
orange,12
dill,10
snorkssy,2
buck,60
garnish,2
snob,10
rasseller,2
perenial,2
hooter,10
boobin,2
brush,6
heya,2
yer,18
front,376
back,518
bias,4
nahhh,2
hoot,6
tree,6
carbujector,4
hell,106
ai,44
alumican,2
tilloslert,2
ahh,4
honest,16
quiet,24
supreme,2
level,74
head,212
opinion,262
luggage,12
sourkraut,2
nahhhhh,2
yesss,4
yessssss,2
resolve,6
crew,10
cohort,2
polyanna,10
stirrup,4
infamous,4
booster,10
robiksen,2
cavortin,6
special,34
helpful,28
ole,4
ventral,4
sumarikis,2
kersnapis,2
hate,60
mucho,26
guzler,10
lepurra,2
nawwwwww,2
tridump,10
chew,14
gum,8
auggggg,2
waddda,2
heyya,2
tryin,2
demon,4
zoom,2
pill,4
turret,2
phalanx,4
lifter,2
dorsal,2
coaster,2
pour,4
maulle,6
beerstein,2
sit,92
bikejector,2
suddenly,28
dark,16
nurth,2
kite,4
lanolin,2
prefer,34
robot,2
transformer,2
personally,44
coast,28
aviator,4
sourgas,2
frame,98
guess,96
gasket,12
roar,8
screech,16
latest,2
thunder,4
none,22
bikata,2
cabammerxorn,4
to,56
nothin,6
sob,10
inferior,6
proof,14
burst,10
song,22
singing,2
beemer,46
babe,20
thrill,4
wadddoe,2
wilhem,2
ensue,4
argument,26
cloud,10
greatest,2
boom,52
bickering,4
bigot,2
suction,2
childish,8
action,30
puhlease,2
heros,2
gut,10
wretching,2
episode,6
yearn,3
riderless,2
ever,190
increase,70
cast,12
technical,18
air,72
heady,2
material,12
viewer,2
discretion,2
advise,4
script,6
scene,16
sterile,2
engineering,42
office,10
lone,20
figure,70
printer,2
output,8
bin,8
white,58
cdc,2
lab,34
coat,28
mechanical,2
pencil,2
editor,14
deal,64
ironhorse,2
analyst,4
whim,2
yessir,2
nosir,2
mother,12
life,106
slowly,14
build,64
background,10
norton,10
triumph,22
mountain,20
donut,10
evade,6
police,82
terrorize,2
old,190
lady,90
rape,12
small,160
child,46
eat,74
dog,642
tea,4
short,88
rips,2
reveal,4
leather,98
jacket,124
fringe,6
boot,84
cap,34
simultaneously,6
top,114
obviously,58
throng,2
angel,14
harley,178
gunning,2
shower,6
nail,18
leak,12
oil,122
tarmac,2
standing,6
heavily,6
chrome,22
fat,18
boy,48
sing,4
lumberjack,2
night,148
echo,24
chorus,10
surprisingly,10
heavy,64
tenor,2
lunch,16
wednesday,12
skyline,4
glee,6
refrain,6
somehow,8
seem,344
fit,162
worst,6
ck,2
sh,10
heel,8
bright,22
pink,6
full,120
bra,16
dear,14
mama,2
understand,90
manage,40
still,310
joke,20
sometime,8
distant,12
past,50
hapless,2
department,16
naturally,4
watch,114
movie,44
gun,48
rose,2
occasion,18
classify,4
rest,58
history,22
variation,6
security,22
theme,6
supply,26
disinformation,2
notable,2
contribution,6
contributer,2
daughter,6
democracy,2
doer,2
dancer,4
despair,2
debaser,2
dickweed,2
denver,10
driveway,36
death,36
debaucher,2
donuts,2
dumper,2
dirtbike,20
comprehensive,8
appear,48
limited,40
imagination,10
dictionary,4
archive,28
ilana,2
stern,4
set,90
tour,54
vanish,6
unknown,24
location,8
appropriate,34
medium,6
disk,24
space,32
ftp,16
scan,8
folk,86
gawk,2
server,30
yellow,10
page,12
general,68
excerpt,4
command,14
body,90
current,46
dir,4
line,160
vms,2
style,42
specification,2
spec,8
directory,4
uuencoded,4
ascii,2
wildcard,2
allow,60
maximum,42
round,32
cerrito,14
norwalk,6
comment,82
put,312
quite,144
effort,36
useful,20
since,186
favor,20
hour,82
hear,196
trinket,2
reaction,18
sick,20
amazing,10
variety,14
widget,4
create,30
anywhere,26
buy,354
exclusivity,2
simply,36
store,74
creation,2
procedure,12
thinking,58
frammitz,2
cost,152
order,154
batch,8
frammitze,2
cover,104
quickly,34
consume,6
doodad,2
act,64
somebody,62
void,2
fill,32
anarchy,2
possibly,40
incomplete,2
merchandise,4
perpetrator,2
sticker,48
license,40
plate,40
polo,2
shirt,2
zippo,2
lighters,2
ltf,2
ftl,2
belt,6
buckle,2
rapidly,6
popular,6
association,16
june,12
dollars,2
visit,24
founder,4
wall,24
regard,64
mon,4
apr,102
gmt,60
congratulation,2
expression,2
gratitude,4
recent,14
donation,2
total,50
amount,76
behalf,2
extend,30
heartfeld,2
presently,8
prepare,32
everyone,66
invite,6
instal,32
foyer,2
mount,48
thank,210
support,44
fulfillment,2
goal,6
sincerely,6
bulletin,8
board,18
purchase,62
goody,6
regulation,2
bylaw,2
fan,2
govern,4
regular,10
basis,14
obtain,18
cerritos,6
maintain,36
dave,204
williams,2
filename,8
n,34
vendor,6
phone,60
bob,68
pakser,2
rev,50
witdod,2
surprise,24
truly,34
respective,4
texts,2
accessory,30
review,36
announcement,4
famous,10
llama,6
emporium,2
veritable,4
plethora,2
tm,60
base,48
experience,144
invaluable,4
gem,2
highly,12
value,24
potential,12
reduce,34
noise,36
personal,40
submission,4
ie,32
return,56
domain,4
subdomain,2
host,4
username,4
header,28
similar,80
path,18
interested,56
template,2
format,6
less,162
unsure,4
relate,36
cite,14
tend,58
move,166
target,30
rather,126
every,146
occurence,2
stick,68
readership,2
approximate,6
organized,2
summer,66
feed,14
strong,38
collapse,4
tunnel,2
east,16
rcr,6
nh,24
fl,4
blueridge,2
mountains,2
carolina,4
pacific,6
northwest,2
northw,2
dryside,2
gather,16
gpndg,2
excuse,22
worth,66
utah,26
everything,92
monster,14
xrs,2
vintage,10
steamboat,2
spring,44
netter,4
occasional,12
labor,4
european,24
stage,8
ad,22
reasonable,54
evans,38
sutherland,74
arapeen,4
drive,342
slc,4
bix,4
half,56
vehicle,84
kickstarte,4
mane,10
steve,80
oops,8
wm,46
ranck,124
mentally,4
kick,30
home,118
friday,18
mile,230
rain,42
darkness,2
push,110
preparation,6
friend,184
house,50
pose,10
land,14
side,236
lower,12
fairing,16
crack,32
mirror,124
upper,8
fair,72
damn,76
going,38
fix,54
cheap,88
alone,24
sister,8
incessant,2
pain,32
ass,20
wanting,2
jose,24
lindner,2
canaan,2
ct,2
fall,60
perfect,36
condition,50
story,78
fifteen,4
liability,42
waiver,2
getting,30
walk,58
pizza,2
street,130
boyfriend,2
happy,76
persistent,4
wanker,2
horrendous,4
racket,2
torture,4
red,116
crash,48
towards,32
obvious,28
source,52
disturbance,2
lay,24
rear,180
wheel,236
spin,10
wildly,4
groping,2
switch,108
stare,6
disbelief,2
slice,6
mouth,28
matty,10
manager,12
slide,74
beside,10
shit,60
flhs,6
inch,24
witness,34
lift,40
foot,170
clutch,62
gravity,6
engage,14
quick,32
stutter,2
embarrassed,4
shock,24
snatch,2
credit,8
imprint,2
signature,6
twenty,6
color,16
pale,6
flush,4
present,20
bust,2
hairline,2
mask,2
damage,78
split,48
shortly,4
afterwards,4
hook,18
piece,98
except,38
charge,76
december,4
uncontested,2
stephen,12
manes,24
associates,6
york,38
ny,26
usa,48
randy,116
davis,42
miracle,32
egreen,136
wave,268
whether,40
lowly,4
sport,74
girlfriend,10
recipient,6
initiate,2
friendly,34
despite,14
pilot,56
ucsd,18
megatek,18
paraphernalia,4
stafford,136
doc,28
bunis,24
decal,6
thick,26
vinyl,4
geeky,12
temporary,8
tatoo,4
rub,32
exempt,6
razz,4
minnesota,44
winona,42
standard,124
disclaimer,138
apply,116
maven,70
norman,68
hamer,64
waving,2
nod,8
lot,224
mood,12
wonderful,16
spend,82
gesture,4
sunny,10
today,72
salvage,4
stretch,26
lotsa,24
lean,160
bend,12
impromptu,4
coffee,16
bullshit,4
puyallup,2
kinda,34
nonetheless,2
admire,6
mavenry,2
alternet,2
mjmuise,12
mike,268
muise,10
drinking,116
thumb,46
sobriety,16
cycling,16
sober,20
drink,122
tonight,24
tomorrow,26
fairly,76
cautious,8
guideline,20
low,162
tolerance,6
mass,12
cop,194
dare,18
commercial,8
hrs,8
legal,38
quote,32
electrical,4
waterloo,4
fear,42
pixel,92
cruncher,92
insect,20
impact,72
jlevine,76
jody,110
levine,112
helmetless,14
um,16
horseback,4
enjoy,42
bug,28
terrain,8
fly,30
jeep,18
suppose,46
snow,30
ski,26
poeple,4
goggle,10
cruiser,36
negligible,6
highway,68
mph,90
buggy,4
evening,26
goggleless,4
ninjaite,62
picture,86
grateful,60
brian,18
w,86
simmons,4
cultural,14
passersby,2
waved,2
car,306
index,4
finger,22
steering,48
attest,4
particularly,24
hot,52
along,50
truck,56
toss,8
cold,48
beer,38
prove,18
fluke,2
unsolicited,2
wow,16
jrwater,18
jack,48
water,52
enquiry,12
irwin,52
arnstein,14
azw,48
andy,96
woodward,66
fascinate,8
check,122
sale,130
redneck,26
slang,4
sunburn,10
neck,42
perform,36
outdoors,6
specify,10
distinguish,4
whose,20
chest,18
elitist,4
wealthy,4
idiotic,6
quest,10
skin,18
pigmentation,4
badge,10
leisure,4
overdo,6
instead,68
ignorant,24
intolerant,10
outside,40
tuba,12
honk,12
therefore,24
tx,34
awfully,2
close,106
attitude,42
shoe,16
age,8
lover,2
planet,4
earth,26
correlation,2
believe,60
necessarily,38
superior,6
conservative,4
waters,14
ii,36
thief,26
afternoon,16
asleep,18
worry,52
sturdevant,20
crutch,16
previous,92
pooder,10
fearn,6
break,82
leg,72
accident,64
woulda,2
thunk,10
gretchen,6
rack,16
metal,34
pull,172
six,8
crutche,4
handlebars,2
aesthetically,2
pleasing,2
attach,12
knee,26
rebuild,12
asap,6
passenger,162
tie,10
tight,42
problemo,4
bclarke,52
kawi,38
zephyr,46
vs,16
gpz,30
shadow,16
asphaug,80
erik,60
essentially,36
discontinue,4
certain,52
americans,8
dealership,16
extra,40
clarke,52
environment,20
svoboda,140
david,168
cookson,144
noemi,26
satan,16
cuddle,4
talk,120
bout,6
makes,2
bore,28
extreme,18
weirdness,2
across,40
desert,6
borrow,4
fuck,28
cjackson,84
curtis,76
jackson,74
coburnn,22
nicholas,4
coburn,22
hawk,112
modify,8
brother,44
racing,30
huge,18
tank,152
additionally,8
firmly,14
honda,246
puny,4
gal,8
decent,36
aftermarket,16
solution,16
gt,70
maxim,28
kotb,44
mix,34
studley,22
doright,22
george,30
justification,24
freedom,32
guise,24
public,74
safety,62
thomas,24
jefferson,24
welch,6
ok,118
southeastern,2
farmer,4
permanently,4
sun,54
british,18
empire,2
shine,8
wale,10
despicable,2
lie,36
diary,2
wrong,82
shoot,22
enlighten,8
incoherent,2
spluttering,4
deserve,14
calamine,2
lotion,2
bored,14
wind,84
bomb,4
fish,4
barrel,6
haaaaaaaaaaave,2
niiiiiiiiiiiiiiice,2
daaaaaaaaaaaaaaaaaaaaaay,2
eric,54
countersteere,174
awful,8
debate,10
handle,124
foward,6
turning,14
explain,38
convert,10
hmm,6
able,80
outrigger,4
demento,4
jdk,2
jennet,2
kirschenbaum,2
station,28
prov,2
ri,2
wbcn,2
recording,2
breeze,8
salt,14
lake,24
city,44
wonderfully,4
catatonic,2
flight,2
bag,78
especially,60
girlie,2
sexy,2
voice,16
morning,50
tool,54
prevent,24
dive,6
ravi,12
narayan,4
groh,18
lucky,22
tod,16
johnson,26
jump,52
indiscreet,2
laz,14
what,8
s,38
sig,6
fool,16
cs,4
wpi,2
c,78
phaedra,2
spare,26
yuppie,2
wine,6
bar,142
taxi,2
porsche,14
load,42
halt,4
cheer,18
confidence,4
slugging,2
judgement,16
hard,190
stay,78
alive,6
length,18
stack,14
odd,12
living,18
phil,24
stone,36
compliment,2
allan,24
sidestep,2
point,218
sheesh,26
bed,12
risky,2
sprain,4
ankle,16
climbing,6
bother,30
remind,24
fold,18
underneath,8
crunch,2
metatarsal,2
brake,184
funny,20
thru,16
london,18
aloft,2
be,4
not,42
splint,2
protective,34
gear,150
important,56
shoei,52
gold,16
pair,32
glove,66
pant,42
remember,98
tuck,10
properly,24
punishment,18
hip,8
trouser,2
arm,62
wreck,26
steady,8
heal,4
easier,4
fully,24
contradictory,6
laszlo,28
nemeth,14
listing,10
motohead,4
correct,32
vacation,8
mine,94
publicly,2
bounce,22
waste,24
contact,108
stop,252
inane,4
yeah,76
elef,6
flashback,2
free,92
drug,24
uid,2
bill,134
william,12
johns,6
sam,2
brick,8
deliver,6
postage,2
door,18
expense,6
policy,14
mailing,76
facility,12
lord,6
almighty,4
appearance,6
equal,18
curious,18
situatiion,2
satisfaction,10
shall,48
extremely,20
howland,100
curt,50
synthetic,6
engi,4
fist,58
richard,74
pierson,40
conrail,2
mechanic,22
emd,12
ge,2
unit,8
train,60
filter,16
artical,4
prolong,2
heated,26
chamber,22
volitile,2
boil,4
usage,4
practical,6
discovery,2
channel,2
ace,20
eff,22
sabre,34
meddle,20
afair,20
wizard,20
soggy,22
